NJECIDAE_00020	3150.55330890146	4.20137918315409	0.0885814079239385	47.4295823652030	0	0
NJECIDAE_00021	2247.41654630734	4.85462000998262	0.121839866105741	39.8442657985969	0	0

NJECIDAE_00142	1022.35403462674	5.84620881848692	0.219923795469519	26.5828843395765	1.07074046939443e-155	1.22323986958091e-154

NJECIDAE_00209	1104.12556050554	4.29312918340535	0.142692209568459	30.0866403035525	7.24634250513375e-199	1.0308947639379e-197

NJECIDAE_00225	2151.53548175257	4.14520063757760	0.104838444199135	39.5389369733876	0	0
NJECIDAE_00226	6291.01852007789	4.79107724944819	0.0808552532186999	59.2549903528115	0	0

NJECIDAE_00630	35475.1931321379	4.04651455276427	0.0714242564078828	56.6546262610817	0	0

NJECIDAE_00724	12.4079682388992	4.47130925905127	1.07479687981852	4.16014350526049	3.18047693383875e-05	5.45948687106299e-05

NJECIDAE_00838	19260.7152508251	4.23948218115956	0.0737609528889197	57.4759681798581	0	0
NJECIDAE_00839	26134.2075274500	4.39429490525347	0.0733324439946952	59.9229299595054	0	0

NJECIDAE_01156	12152.3043461267	4.44586785465137	0.0781291588694137	56.9040793346088	0	0
NJECIDAE_01157	22251.2682097315	4.47536811327718	0.084357215993179	53.0525819348881	0	0
NJECIDAE_01158	14527.2882350009	5.77573458857127	0.105662972807349	54.6618596383991	0	0
NJECIDAE_01159	20393.2825041760	5.62073544842748	0.0883618103217181	63.6104605367731	0	0
NJECIDAE_01160	21941.7579452452	5.53326636722981	0.0806123780614758	68.6404061050040	0	0
NJECIDAE_01161	23782.9325194113	5.27793152360803	0.094200419801184	56.0287473744538	0	0
NJECIDAE_01162	12406.8709117895	5.33766282023621	0.104888426567855	50.8889588193329	0	0
NJECIDAE_01163	9864.77682846024	5.47103833021471	0.113573227627764	48.1719014638381	0	0
NJECIDAE_01164	33167.1700291038	5.24570669566139	0.0707320745768849	74.1630544140109	0	0
NJECIDAE_01165	16911.1094794339	4.90842845596224	0.0877277504858699	55.9506932387697	0	0
NJECIDAE_01166	16967.4106971847	4.91229416107700	0.0888744881755629	55.2722638624173	0	0

NJECIDAE_01628	531.532037124789	4.44147890860024	0.191812373448878	23.1553305385901	1.28467011434838e-118	1.11981649273836e-117

NJECIDAE_01657	3565.42341168150	4.87317441403276	0.106594737514236	45.7168386326947	0	0
NJECIDAE_01658	11605.7444219199	4.61245015429126	0.0833160543380042	55.3608808163076	0	0

NJECIDAE_01807	10032.7485749704	5.50318043367989	0.0797768741654009	68.9821516730548	0	0
NJECIDAE_01808	10823.2686732124	5.93616470589287	0.119089453770978	49.8462669692714	0	0
NJECIDAE_01809	6715.08208111042	5.41672777203337	0.0992983948502588	54.5500033530426	0	0

NJECIDAE_02934	2867.88074767884	5.13932465315820	0.126519233053654	40.6208963579374	0	0
